"Item","Store","Date","Promo","Qty","Turn_over_VAT"
"Персик Казахстан","Магазин-20",2017-09-04,NA,0.152,27.36
"Персик Казахстан","Магазин-20",2017-09-05,NA,1.262,227.15
"Персик Казахстан","Магазин-20",2017-09-16,NA,0.768,137.96
"Персик Казахстан","Магазин-21",2017-07-23,NA,0.532,117.03
"Персик Казахстан","Магазин-21",2017-07-25,NA,0.89,195.79
"Персик Казахстан","Магазин-21",2017-07-27,NA,10.382,1972.23
"Персик Казахстан","Магазин-21",2017-07-28,NA,23.044,4376.52
"Персик Казахстан","Магазин-21",2017-07-29,NA,17.01,3231.1
"Персик Казахстан","Магазин-21",2017-07-30,NA,6.222,1182.13
"Персик Казахстан","Магазин-21",2017-07-31,NA,19.79,3758.67
"Персик Казахстан","Магазин-21",2017-08-01,NA,11.928,1908.29
"Персик Казахстан","Магазин-21",2017-08-02,NA,5.828,931.88
"Персик Казахстан","Магазин-21",2017-08-03,NA,6.478,1035.52
"Персик Казахстан","Магазин-21",2017-08-04,NA,7.3,1167.43
"Персик Казахстан","Магазин-21",2017-08-05,NA,30.826,4929.69
"Персик Казахстан","Магазин-21",2017-08-06,NA,27.088,4332.79
"Персик Казахстан","Магазин-21",2017-08-07,NA,14.302,2716.89
"Персик Казахстан","Магазин-21",2017-08-08,NA,198.88,11926.08
"Персик Казахстан","Магазин-21",2017-08-09,NA,0.466,27.96
"Персик Казахстан","Магазин-23",2017-07-20,NA,7.83,1486.85
"Персик Казахстан","Магазин-23",2017-07-21,NA,6.658,1264.23
"Персик Казахстан","Магазин-23",2017-07-22,NA,3.254,618.21
"Персик Казахстан","Магазин-23",2017-07-23,NA,0.654,124.25
"Персик Казахстан","Магазин-23",2017-07-24,NA,3.878,736.03
"Персик Казахстан","Магазин-23",2017-07-25,NA,2.048,388.64
"Персик Казахстан","Магазин-23",2017-07-27,NA,1.118,212.41
"Персик Казахстан","Магазин-23",2017-07-30,NA,0.652,123.87
"Персик Казахстан","Магазин-23",2017-07-31,NA,1.904,361.74
"Персик Казахстан","Магазин-23",2017-08-01,NA,2.402,456.34
"Персик Казахстан","Магазин-23",2017-08-02,NA,1.008,191.51
"Персик Казахстан","Магазин-23",2017-08-03,NA,0.938,210.89
"Персик Казахстан","Магазин-23",2017-08-09,NA,0.324,72.5
"Персик Казахстан","Магазин-23",2017-08-10,NA,1.958,439.99
"Персик Казахстан","Магазин-23",2017-08-11,NA,3.968,892.05
"Персик Казахстан","Магазин-23",2017-08-12,NA,9.222,2073.33
"Персик Казахстан","Магазин-23",2017-08-13,NA,2.924,657.36
"Персик Казахстан","Магазин-23",2017-08-14,NA,4.204,945
"Персик Казахстан","Магазин-23",2017-08-15,NA,2.338,525.54
"Персик Казахстан","Магазин-23",2017-08-16,NA,5.686,1278.48
"Персик Казахстан","Магазин-23",2017-08-17,NA,4.238,952.6
"Персик Казахстан","Магазин-23",2017-08-18,NA,5.124,1152.17
"Персик Казахстан","Магазин-23",2017-08-19,NA,3.968,891.86
"Персик Казахстан","Магазин-23",2017-08-20,NA,4.47,1004.65
"Персик Казахстан","Магазин-23",2017-08-21,NA,3.832,861.75
"Персик Казахстан","Магазин-23",2017-08-22,NA,7.578,1703.8
"Персик Казахстан","Магазин-23",2017-08-23,NA,1.316,295.94
"Персик Казахстан","Магазин-23",2017-08-24,NA,4.062,913.47
"Персик Казахстан","Магазин-23",2017-08-25,NA,0.212,47.67
"Персик Казахстан","Магазин-23",2017-08-30,NA,3.086,693.57
"Персик Казахстан","Магазин-23",2017-08-31,NA,4.344,976.88
"Персик Казахстан","Магазин-23",2017-09-01,NA,4.8,1079.26
"Персик Казахстан","Магазин-23",2017-09-02,NA,3.57,802.82
"Персик Казахстан","Магазин-23",2017-09-03,NA,5.022,1128.9
"Персик Казахстан","Магазин-23",2017-09-06,NA,2,449.76
"Персик Казахстан","Магазин-23",2017-09-07,NA,0.558,125.48
"Персик Казахстан","Магазин-23",2017-09-08,NA,0.754,169.56
"Персик Казахстан","Магазин-23",2017-09-11,NA,0.672,151.12
"Персик Казахстан","Магазин-24",2017-07-19,NA,22.642,4977.7
"Персик Казахстан","Магазин-24",2017-07-20,NA,24.262,4608.07
"Персик Казахстан","Магазин-24",2017-07-21,NA,13.848,2630.39
"Персик Казахстан","Магазин-24",2017-07-22,NA,5.534,1050.95
"Персик Казахстан","Магазин-24",2017-07-23,NA,2.354,447.23
"Персик Казахстан","Магазин-24",2017-07-24,NA,1.348,255.74
"Персик Казахстан","Магазин-24",2017-07-25,NA,1.04,197.59
"Персик Казахстан","Магазин-24",2017-08-04,NA,4.038,887.72
"Персик Казахстан","Магазин-24",2017-08-05,NA,11.318,2488.13
"Персик Казахстан","Магазин-24",2017-08-06,NA,1.96,430.95
"Персик Казахстан","Магазин-24",2017-08-07,NA,1.22,268.25
"Персик Казахстан","Магазин-24",2017-08-08,NA,0.408,89.71
"Персик Казахстан","Магазин-24",2017-08-11,NA,18.09,3950.96
"Персик Казахстан","Магазин-24",2017-08-12,NA,16.562,2980.54
"Персик Казахстан","Магазин-24",2017-08-13,NA,7.676,1381.05
"Персик Казахстан","Магазин-24",2017-08-14,NA,3.206,576.74
"Персик Казахстан","Магазин-24",2017-08-16,NA,10.404,1871.12
"Персик Казахстан","Магазин-24",2017-08-17,NA,8.26,1485.89
"Персик Казахстан","Магазин-24",2017-08-18,NA,10.608,1908.54
"Персик Казахстан","Магазин-24",2017-08-19,NA,2.44,439.17
"Персик Казахстан","Магазин-24",2017-08-24,NA,16.798,3023.03
"Персик Казахстан","Магазин-24",2017-08-25,NA,4.536,815.69
"Персик Казахстан","Магазин-24",2017-08-28,NA,10.498,1889.54
"Персик Казахстан","Магазин-24",2017-08-29,NA,16.692,3002.71
"Персик Казахстан","Магазин-24",2017-08-30,NA,15.02,2702.67
"Персик Казахстан","Магазин-24",2017-08-31,NA,25.97,4673.23
"Персик Казахстан","Магазин-24",2017-09-01,NA,18.076,3253
"Персик Казахстан","Магазин-24",2017-09-02,NA,15.35,2761.68
"Персик Казахстан","Магазин-24",2017-09-03,NA,3.694,664.4
"Персик Казахстан","Магазин-24",2017-09-04,NA,1.67,300.59
"Персик Казахстан","Магазин-24",2017-09-08,NA,0.358,64.44
"Персик Казахстан","Магазин-24",2017-09-21,NA,8.344,1501.84
"Персик Казахстан","Магазин-24",2017-09-22,NA,7.708,1387.22
"Персик Казахстан","Магазин-24",2017-09-23,NA,2.332,419.75
"Персик Казахстан","Магазин-24",2017-09-24,NA,7.354,1323.64
"Персик Казахстан","Магазин-24",2017-09-25,NA,4.578,824
"Персик Казахстан","Магазин-24",2017-09-26,NA,2.26,406.78
"Персик Казахстан","Магазин-24",2017-09-27,NA,10.182,1832.59
"Персик Казахстан","Магазин-24",2017-09-28,NA,2.378,428.01
"Персик Казахстан","Магазин-26",2017-07-15,NA,1.61,370.3
"Персик Казахстан","Магазин-26",2017-07-16,NA,1.232,283.23
"Персик Казахстан","Магазин-26",2017-07-17,NA,0.828,190.44
"Персик Казахстан","Магазин-26",2017-07-18,NA,0.24,55.2
"Персик Казахстан","Магазин-26",2017-07-19,NA,0.418,96.14
"Персик Казахстан","Магазин-26",2017-07-20,NA,0.37,74
"Персик Казахстан","Магазин-26",2017-07-21,NA,0.416,83.2
"Персик Казахстан","Магазин-26",2017-07-22,NA,9.054,1802.73
"Персик Казахстан","Магазин-26",2017-07-23,NA,6.338,1266.93
"Персик Казахстан","Магазин-26",2017-07-24,NA,6.194,1238.74
"Персик Казахстан","Магазин-26",2017-07-25,NA,9.624,1913.51
"Персик Казахстан","Магазин-26",2017-07-26,NA,3.304,660.78
"Персик Казахстан","Магазин-26",2017-07-27,NA,5.543,1095.28
"Персик Казахстан","Магазин-26",2017-07-28,NA,8.195,1626.42
"Персик Казахстан","Магазин-26",2017-07-29,NA,5.362,1072.35
"Персик Казахстан","Магазин-26",2017-07-30,NA,4.563,911.88
"Персик Казахстан","Магазин-26",2017-07-31,NA,2.103,419.8
"Персик Казахстан","Магазин-26",2017-08-01,NA,0.749,147.38
"Персик Казахстан","Магазин-26",2017-08-02,NA,2.642,528.37
"Персик Казахстан","Магазин-26",2017-08-03,NA,4.829,965.76
"Персик Казахстан","Магазин-26",2017-08-04,NA,0.912,182.39
"Персик Казахстан","Магазин-26",2017-08-05,NA,2.602,520.17
"Персик Казахстан","Магазин-26",2017-08-06,NA,4.02,800.16
"Персик Казахстан","Магазин-26",2017-08-07,NA,5.532,1106.35
"Персик Казахстан","Магазин-26",2017-08-08,NA,0.678,135.59
"Персик Казахстан","Магазин-26",2017-08-09,NA,3.839,766.97
"Персик Казахстан","Магазин-26",2017-08-10,NA,6.613,1313.88
"Персик Казахстан","Магазин-26",2017-08-11,NA,6.624,1320.42
"Персик Казахстан","Магазин-26",2017-08-12,NA,11.654,2329.72
"Персик Казахстан","Магазин-26",2017-08-13,NA,9.294,1857.06
"Персик Казахстан","Магазин-26",2017-08-14,NA,1.418,283.59
"Персик Казахстан","Магазин-26",2017-08-15,NA,2.98,593.85
"Персик Казахстан","Магазин-26",2017-08-16,NA,3.42,683.98
"Персик Казахстан","Магазин-26",2017-08-17,NA,2.379,475.77
"Персик Казахстан","Магазин-26",2017-08-18,NA,1.686,332.82
"Персик Казахстан","Магазин-26",2017-08-19,NA,1.516,242.55
"Персик Казахстан","Магазин-26",2017-08-20,NA,1.682,269.1
"Персик Казахстан","Магазин-26",2017-08-21,NA,1.396,220.01
"Персик Казахстан","Магазин-26",2017-08-22,NA,1.1,172.07
"Персик Казахстан","Магазин-26",2017-08-23,NA,1.696,271.33
"Персик Казахстан","Магазин-26",2017-08-24,NA,0.384,58.37
"Персик Казахстан","Магазин-26",2017-08-25,NA,0.28,44.8
"Персик Казахстан","Магазин-26",2017-08-26,NA,0.734,117.43
"Персик Казахстан","Магазин-26",2017-08-27,NA,1.66,265.58
"Персик Казахстан","Магазин-26",2017-08-28,NA,0.732,117.12
"Персик Казахстан","Магазин-26",2017-08-29,NA,0.618,98.87
"Персик Казахстан","Магазин-26",2017-08-30,NA,0.4,64
"Персик Казахстан","Магазин-26",2017-08-31,NA,0.686,109.75
"Персик Казахстан","Магазин-26",2017-09-01,NA,1.692,270.7
"Персик Казахстан","Магазин-26",2017-09-02,NA,4,639.96
"Персик Казахстан","Магазин-26",2017-09-03,NA,4.94,790.36
"Персик Казахстан","Магазин-26",2017-09-04,NA,0.716,114.55
"Персик Казахстан","Магазин-26",2017-09-05,NA,0.74,118.39
"Персик Казахстан","Магазин-26",2017-09-09,NA,0.516,41.27
"Персик Казахстан","Магазин-26",2017-09-16,NA,0.542,106.77
"Персик Казахстан","Магазин-26",2017-09-17,NA,2.952,581.51
"Персик Казахстан","Магазин-26",2017-09-18,NA,1.048,206.44
"Персик Казахстан","Магазин-26",2017-09-19,NA,0.34,66.98
"Персик Казахстан","Магазин-26",2017-09-20,NA,0.49,96.53
"Персик Казахстан","Магазин-26",2017-09-21,NA,0.522,102.83
"Персик Казахстан","Магазин-26",2017-09-25,NA,1.598,314.79
"Персик Казахстан","Магазин-26",2017-09-26,NA,0.794,156.41
"Персик КНР","Минимаркеты",2017-04-22,NA,0.97,368.6
